EH,1,75
,26W36,6.93
,26W37,6.93
,26W38,6.93
,26W39,6.93
,26W40,6.93
,26W41,6.93
,26W42,6.93
,26W43,6.93
,26W44,6.93
,26W45,6.93
,26W46,6.93
,26W47,6.93
,26W48,6.93
,26W49,6.93
,26W50,6.93
,26W51,6.93
,26W52,6.93
,26W53,6.93
,27W01,6.93
,27W02,6.93
,27W03,6.93
,27W04,6.93
,27W05,6.93
,27W06,6.93
,27W07,6.93
,27W08,6.93
,27W09,6.93
,27W10,6.93
,27W11,6.93
,27W12,6.93
,27W13,6.93
,27W14,6.93
,27W15,6.93
,27W16,6.93
,27W17,6.93
,27W18,6.93
,27W19,6.93
,27W20,6.93
,27W21,6.93
,27W22,6.93
,27W23,6.93
,27W24,6.93
,27W25,6.93
,27W26,6.93
,27W27,6.93
,27W28,6.93
,27W29,6.93
,27W30,6.93
,27W31,6.93
,27W32,6.93
,27W33,6.93
,27W34,6.93
,27W35,6.93
,27W36,6.93
,27W37,6.93
,27W38,6.93
,27W39,6.93
,27W40,6.93
,27W41,6.93
,27W42,6.93
,27W43,6.93
,27W44,6.93
,27W45,6.93
,27W46,6.93
,27W47,6.93
,27W48,6.93
,27W49,6.93
,27W50,6.93
,27W51,6.93
Grenaillage,4,75
,26W36,83.16
,26W37,83.16
,26W38,83.16
,26W39,83.16
,26W40,83.16
,26W41,83.16
,26W42,83.16
,26W43,83.16
,26W44,83.16
,26W45,83.16
,26W46,83.16
,26W47,83.16
,26W48,83.16
,26W49,83.16
,26W50,83.16
,26W51,83.16
,26W52,83.16
,26W53,83.16
,27W01,83.16
,27W02,83.16
,27W03,83.16
,27W04,83.16
,27W05,83.16
,27W06,83.16
,27W07,83.16
,27W08,83.16
,27W09,83.16
,27W10,83.16
,27W11,83.16
,27W12,83.16
,27W13,83.16
,27W14,83.16
,27W15,83.16
,27W16,83.16
,27W17,83.16
,27W18,83.16
,27W19,83.16
,27W20,83.16
,27W21,83.16
,27W22,83.16
,27W23,83.16
,27W24,83.16
,27W25,83.16
,27W26,83.16
,27W27,83.16
,27W28,83.16
,27W29,83.16
,27W30,83.16
,27W31,83.16
,27W32,83.16
,27W33,83.16
,27W34,83.16
,27W35,83.16
,27W36,83.16
,27W37,83.16
,27W38,83.16
,27W39,83.16
,27W40,83.16
,27W41,83.16
,27W42,83.16
,27W43,83.16
,27W44,83.16
,27W45,83.16
,27W46,83.16
,27W47,83.16
,27W48,83.16
,27W49,83.16
,27W50,83.16
,27W51,83.16
Degraissage,1,75
,26W36,10.395
,26W37,10.395
,26W38,10.395
,26W39,10.395
,26W40,10.395
,26W41,10.395
,26W42,10.395
,26W43,10.395
,26W44,10.395
,26W45,10.395
,26W46,10.395
,26W47,10.395
,26W48,10.395
,26W49,10.395
,26W50,10.395
,26W51,10.395
,26W52,10.395
,26W53,10.395
,27W01,10.395
,27W02,10.395
,27W03,10.395
,27W04,10.395
,27W05,10.395
,27W06,10.395
,27W07,10.395
,27W08,10.395
,27W09,10.395
,27W10,10.395
,27W11,10.395
,27W12,10.395
,27W13,10.395
,27W14,10.395
,27W15,10.395
,27W16,10.395
,27W17,10.395
,27W18,10.395
,27W19,10.395
,27W20,10.395
,27W21,10.395
,27W22,10.395
,27W23,10.395
,27W24,10.395
,27W25,10.395
,27W26,10.395
,27W27,10.395
,27W28,10.395
,27W29,10.395
,27W30,10.395
,27W31,10.395
,27W32,10.395
,27W33,10.395
,27W34,10.395
,27W35,10.395
,27W36,10.395
,27W37,10.395
,27W38,10.395
,27W39,10.395
,27W40,10.395
,27W41,10.395
,27W42,10.395
,27W43,10.395
,27W44,10.395
,27W45,10.395
,27W46,10.395
,27W47,10.395
,27W48,10.395
,27W49,10.395
,27W50,10.395
,27W51,10.395
Trait. Surface,5,75
,26W36,72.765
,26W37,72.765
,26W38,72.765
,26W39,72.765
,26W40,72.765
,26W41,72.765
,26W42,72.765
,26W43,72.765
,26W44,72.765
,26W45,72.765
,26W46,72.765
,26W47,72.765
,26W48,72.765
,26W49,72.765
,26W50,72.765
,26W51,72.765
,26W52,72.765
,26W53,72.765
,27W01,72.765
,27W02,72.765
,27W03,72.765
,27W04,72.765
,27W05,72.765
,27W06,72.765
,27W07,72.765
,27W08,72.765
,27W09,72.765
,27W10,72.765
,27W11,72.765
,27W12,72.765
,27W13,72.765
,27W14,72.765
,27W15,72.765
,27W16,72.765
,27W17,72.765
,27W18,72.765
,27W19,72.765
,27W20,72.765
,27W21,72.765
,27W22,72.765
,27W23,72.765
,27W24,72.765
,27W25,72.765
,27W26,72.765
,27W27,72.765
,27W28,72.765
,27W29,72.765
,27W30,72.765
,27W31,72.765
,27W32,72.765
,27W33,72.765
,27W34,72.765
,27W35,72.765
,27W36,72.765
,27W37,72.765
,27W38,72.765
,27W39,72.765
,27W40,72.765
,27W41,72.765
,27W42,72.765
,27W43,72.765
,27W44,72.765
,27W45,72.765
,27W46,72.765
,27W47,72.765
,27W48,72.765
,27W49,72.765
,27W50,72.765
,27W51,72.765
Peint. Chaine,2,75
,26W36,69.3
,26W37,69.3
,26W38,69.3
,26W39,69.3
,26W40,69.3
,26W41,69.3
,26W42,69.3
,26W43,69.3
,26W44,69.3
,26W45,69.3
,26W46,69.3
,26W47,69.3
,26W48,69.3
,26W49,69.3
,26W50,69.3
,26W51,69.3
,26W52,69.3
,26W53,69.3
,27W01,69.3
,27W02,69.3
,27W03,69.3
,27W04,69.3
